,Graduated,ID,First_name,Last_name,State,Gender,Age,GPA,Days_missed
737,Yes,738,Clarence,Stevens,Colorado,Male,16.9588744589,3.50537634409,14.0
738,Yes,739,Robert,Larson,Iowa,Male,18.0,3.50537634409,3.0
739,No,740,Bruce,Howard,,Male,17.0517799353,2.0,20.0
740,Yes,741,Karen,Turner,Missouri,Female,16.0,4.0,28.0
741,No,742,Thomas,Baker,Missouri,Male,15.0,2.0,20.0
742,Yes,743,Thomas,Hayes,California,Male,16.9588744589,4.0,5.0
743,No,744,Larry,Butler,Arizona,Male,16.0,3.0,28.0
744,Yes,745,Anne,Butler,California,Female,17.0,3.50537634409,33.0
745,No,746,Henry,Peters,,Male,19.0,2.0,14.0
746,Yes,747,Patrick,Brooks,California,Male,19.0,3.0,16.7755610973
747,Yes,748,Eugene,Brooks,California,Male,16.0,4.0,13.0
748,Yes,749,Melissa,King,Virginia,Female,18.0,3.50537634409,34.0
749,Yes,750,Margaret,Black,New York,Female,18.0,4.0,16.7755610973
750,No,751,Kimberly,Day,Florida,Female,19.0,2.0,6.0
751,Yes,752,Joyce,Matthews,New York,Female,16.9588744589,4.0,27.0
752,Yes,753,Julia,Hawkins,Texas,Female,17.0,4.0,7.0
753,Yes,754,Michelle,Gonzalez,Michigan,Female,17.0,4.0,18.0
754,Yes,755,Jessica,Elliott,Minnesota,Female,16.9588744589,4.0,28.0
755,Yes,756,Joyce,Murphy,,Female,16.9588744589,4.0,5.0
756,No,757,Joe,Howell,,Male,15.0,2.0,20.0
757,Yes,758,Steven,George,Oregon,Male,16.0,3.50537634409,11.0
758,Yes,759,George,Gomez,California,Male,19.0,4.0,2.0
759,Yes,760,Annie,Hamilton,South Carolina,Female,15.0,3.50537634409,13.0
760,No,761,Michael,James,Georgia,Male,17.0517799353,2.0,33.0
761,No,762,Jimmy,Holmes,,Male,17.0,3.0,26.0
762,No,763,Helen,Mcdonald,California,Female,18.0,2.0,15.0
763,Yes,764,Diane,Freeman,,Female,16.9588744589,2.0,16.7755610973
764,Yes,765,Lois,Peters,Pennsylvania,Female,19.0,4.0,31.0
765,Yes,766,Brenda,Martin,Texas,Female,16.0,3.50537634409,16.7755610973
766,Yes,767,Christina,Daniels,Virginia,Female,19.0,3.50537634409,16.7755610973
767,No,768,Betty,Rose,Hawaii,Female,17.0,3.0,6.0
768,Yes,769,Beverly,Burns,Virginia,Female,16.9588744589,4.0,8.0
769,No,770,Wayne,Brooks,,Male,17.0517799353,3.0,30.0
770,Yes,771,Ralph,Watkins,District of Columbia,Male,15.0,3.50537634409,17.0
771,Yes,772,Gerald,James,Tennessee,Male,17.0,2.0,16.7755610973
772,Yes,773,Nicole,Ramos,Texas,Female,16.0,3.50537634409,12.0
773,No,774,Mildred,Williamson,,Female,16.0,2.0,27.0
774,No,775,Jerry,Hart,Tennessee,Male,19.0,2.0,34.0
775,Yes,776,Russell,Scott,Wisconsin,Male,19.0,4.0,29.0
776,Yes,777,Louise,Lane,Pennsylvania,Female,17.0,4.0,34.0
777,No,778,Donna,Ramirez,Texas,Female,16.0,3.0,6.0
778,No,779,Frank,Miller,Texas,Male,17.0517799353,2.0,13.0
779,Yes,780,Kimberly,Gordon,Minnesota,Female,15.0,3.50537634409,16.7755610973
780,No,781,Lois,Hansen,New York,Female,17.0,2.0,12.0
781,No,782,Alan,Pierce,California,Male,18.0,3.0,20.0
782,No,783,Debra,Smith,New York,Female,17.0,2.0,5.0
783,No,784,Jennifer,Armstrong,California,Female,17.0,3.0,26.0
784,No,785,Douglas,Fernandez,Florida,Male,19.0,3.0,27.0
785,Yes,786,Judith,Alvarez,Michigan,Female,15.0,4.0,15.0
786,Yes,787,Roy,Owens,Virginia,Male,16.9588744589,4.0,19.0
787,Yes,788,Doris,Long,Illinois,Female,16.0,4.0,16.7755610973
788,Yes,789,Diana,Hill,Missouri,Female,19.0,3.50537634409,16.7755610973
789,No,790,Carolyn,Kelley,Texas,Female,17.0,2.0,19.0
790,No,791,Wayne,Rogers,Alaska,Male,17.0517799353,3.0,16.0
791,Yes,792,Lisa,Romero,,Female,17.0,3.0,2.0
792,Yes,793,Ryan,Walker,Massachusetts,Male,16.0,3.50537634409,16.7755610973
793,Yes,794,Rose,Ward,Texas,Female,19.0,4.0,27.0
794,No,795,Gary,Baker,Alabama,Male,19.0,3.0,31.0
795,Yes,796,Lillian,Fields,Tennessee,Female,19.0,4.0,8.0
796,Yes,797,Kelly,Lopez,Alaska,Female,16.9588744589,3.50537634409,3.0
797,No,798,Christopher,Butler,Minnesota,Male,17.0,2.0,31.0
798,Yes,799,Mildred,Gray,Virginia,Female,19.0,3.50537634409,16.7755610973
799,No,800,Carol,Ward,Indiana,Female,16.0,2.0,33.0
800,Yes,801,Justin,Clark,California,Male,16.9588744589,4.0,9.0
801,No,802,Angela,Crawford,Ohio,Female,17.0517799353,3.0,4.0
802,No,803,Clarence,Robinson,Texas,Male,15.0,3.0,18.0
803,Yes,804,Jack,Peters,Nevada,Male,15.0,3.0,2.0
804,Yes,805,Julia,Lee,Pennsylvania,Female,15.0,4.0,16.7755610973
805,Yes,806,Adam,Chapman,Georgia,Male,16.9588744589,4.0,18.0
806,Yes,807,Jean,Davis,California,Female,16.0,4.0,3.0
807,Yes,808,Ernest,Davis,California,Male,17.0,3.50537634409,16.7755610973
808,Yes,809,Anthony,Ross,Washington,Male,19.0,4.0,4.0
809,No,810,Jeffrey,Berry,Pennsylvania,Male,15.0,2.0,26.0
810,Yes,811,Jacqueline,Cunningham,Hawaii,Female,16.9588744589,4.0,31.0
811,Yes,812,Angela,Banks,Florida,Female,19.0,2.0,16.7755610973
812,Yes,813,Amy,Ortiz,Oklahoma,Female,18.0,3.50537634409,4.0
813,Yes,814,Angela,Morrison,,Female,16.0,4.0,7.0
814,No,815,Gary,Matthews,California,Male,18.0,3.0,4.0
815,Yes,816,Heather,Lynch,Texas,Female,18.0,2.0,16.7755610973
816,No,817,Phyllis,Edwards,Florida,Female,17.0517799353,3.0,17.0
817,No,818,Sarah,Lawson,,Female,16.0,2.0,20.0
818,No,819,Andrew,Reyes,Texas,Male,15.0,2.0,15.0
819,No,820,Deborah,Lawson,Florida,Female,16.0,2.0,14.0
820,No,821,Paul,Stevens,,Male,18.0,3.0,14.0
821,No,822,Nancy,Oliver,Indiana,Female,15.0,2.0,19.0
822,Yes,823,Dennis,Carpenter,Indiana,Male,17.0,3.50537634409,7.0
823,Yes,824,Patrick,Ross,Texas,Male,17.0,4.0,26.0
824,Yes,825,Gary,Holmes,,Male,17.0,3.50537634409,16.7755610973
825,No,826,Kimberly,Torres,,Female,17.0517799353,3.0,32.0
826,Yes,827,Amy,Miller,,Female,18.0,3.50537634409,31.0
827,Yes,828,Ruth,Parker,South Carolina,Female,16.9588744589,4.0,4.0
828,Yes,829,Juan,Collins,Vermont,Male,17.0,4.0,14.0
829,Yes,830,Mary,Mason,Texas,Female,19.0,4.0,19.0
830,No,831,Kathryn,Alexander,New Jersey,Female,19.0,2.0,17.0
831,No,832,Kenneth,Moreno,,Male,19.0,2.0,14.0
832,No,833,Mildred,Welch,Texas,Female,15.0,3.0,15.0
833,Yes,834,Louis,Riley,Utah,Male,16.9588744589,4.0,16.7755610973
834,No,835,Roy,Butler,Texas,Male,19.0,3.0,18.0
835,Yes,836,Diane,Pierce,Indiana,Female,17.0,3.0,2.0
836,Yes,837,Randy,Mendoza,Ohio,Male,16.9588744589,3.50537634409,11.0
837,Yes,838,Irene,Cole,Texas,Female,16.0,4.0,23.0
838,Yes,839,James,Myers,Illinois,Male,18.0,4.0,9.0
839,No,840,Barbara,Turner,Pennsylvania,Female,17.0,2.0,32.0
840,Yes,841,Andrea,Duncan,Ohio,Female,18.0,4.0,24.0
841,No,842,Tammy,Stone,,Female,15.0,3.0,4.0
842,Yes,843,Cheryl,Harvey,,Female,16.9588744589,4.0,4.0
843,Yes,844,Gloria,Ramos,Kansas,Female,16.0,4.0,23.0
844,No,845,Julia,White,District of Columbia,Female,15.0,3.0,11.0
845,Yes,846,Alan,Crawford,California,Male,17.0,4.0,16.7755610973
846,No,847,Rachel,Lee,,Female,19.0,3.0,27.0
847,Yes,848,Laura,Mitchell,Colorado,Female,18.0,4.0,16.7755610973
848,No,849,Christina,Moore,New York,Female,19.0,3.0,22.0
849,Yes,850,Marie,Wood,Michigan,Female,16.9588744589,3.50537634409,27.0
850,No,851,Jean,Gonzalez,Missouri,Female,17.0,3.0,23.0
851,Yes,852,Gloria,Edwards,California,Female,18.0,4.0,16.7755610973
852,Yes,853,Kathy,Bailey,New York,Female,19.0,3.0,16.7755610973
853,Yes,854,Heather,Owens,,Female,15.0,3.50537634409,16.7755610973
854,Yes,855,Ruth,Carroll,Kentucky,Female,16.9588744589,3.50537634409,14.0
855,Yes,856,Jimmy,Bryant,Pennsylvania,Male,16.0,3.50537634409,4.0
856,No,857,Thomas,Tucker,California,Male,17.0517799353,3.0,8.0
857,Yes,858,Janet,Murphy,Michigan,Female,17.0,3.50537634409,6.0
858,Yes,859,Angela,Kelly,Connecticut,Female,15.0,4.0,32.0
859,No,860,Douglas,Burke,Illinois,Male,16.0,3.0,8.0
860,Yes,861,Justin,Bennett,,Male,15.0,2.0,3.0
861,No,862,Kevin,Robinson,Montana,Male,17.0517799353,3.0,25.0
862,Yes,863,Pamela,Hudson,,Female,16.0,3.50537634409,16.7755610973
863,No,864,Barbara,Mccoy,New York,Female,19.0,3.0,15.0
864,No,865,Sara,Garcia,Louisiana,Female,19.0,3.0,21.0
865,Yes,866,John,Fields,,Male,16.9588744589,4.0,14.0
866,No,867,Joe,Franklin,Ohio,Male,15.0,2.0,15.0
867,Yes,868,Ruby,Long,Minnesota,Female,16.9588744589,4.0,4.0
868,Yes,869,Phyllis,Oliver,Michigan,Female,17.0,4.0,27.0
869,No,870,Patrick,Barnes,Texas,Male,17.0,3.0,7.0
870,Yes,871,Joshua,Butler,,Male,18.0,4.0,16.7755610973
871,No,872,Janet,Cox,Texas,Female,17.0517799353,3.0,9.0
872,No,873,William,Harris,Alabama,Male,18.0,3.0,6.0
873,Yes,874,Diana,Howard,Minnesota,Female,15.0,3.50537634409,16.7755610973
874,Yes,875,Joe,Hicks,Florida,Male,15.0,3.0,16.7755610973
875,Yes,876,Amy,Walker,Alabama,Female,16.9588744589,3.50537634409,29.0
876,No,877,Matthew,Brown,Iowa,Male,19.0,3.0,6.0
877,No,878,Adam,Larson,District of Columbia,Male,17.0517799353,3.0,27.0
878,Yes,879,Victor,Kelley,California,Male,17.0,3.0,16.7755610973
879,Yes,880,Amanda,Reyes,District of Columbia,Female,15.0,3.50537634409,9.0
880,No,881,Aaron,Shaw,Texas,Male,15.0,2.0,5.0
881,Yes,882,Kevin,Campbell,California,Male,17.0,4.0,28.0
882,No,883,Evelyn,Watson,South Carolina,Female,15.0,2.0,14.0
883,No,884,Amy,Nguyen,New York,Female,18.0,2.0,30.0
884,No,885,Betty,Stone,Colorado,Female,17.0,2.0,31.0
885,Yes,886,Susan,Spencer,Missouri,Female,19.0,4.0,17.0
886,Yes,887,Patricia,Hernandez,Arizona,Female,19.0,4.0,14.0
887,No,888,Jesse,Hunter,Pennsylvania,Male,18.0,2.0,16.0
888,Yes,889,Mark,Parker,New York,Male,16.9588744589,4.0,16.7755610973
889,Yes,890,Deborah,Franklin,,Female,16.0,4.0,31.0
890,No,891,Sharon,Dixon,District of Columbia,Female,19.0,3.0,12.0
891,Yes,892,Ruth,Larson,Washington,Female,18.0,4.0,16.7755610973
892,No,893,Gerald,Mendoza,Florida,Male,17.0,3.0,7.0
893,Yes,894,Gregory,Green,Arizona,Male,15.0,4.0,6.0
894,No,895,Eric,Greene,California,Male,15.0,3.0,33.0
895,Yes,896,Amanda,Anderson,Nevada,Female,19.0,4.0,4.0
896,Yes,897,Kathleen,Lane,Indiana,Female,19.0,4.0,24.0
897,Yes,898,Andrew,Murphy,Minnesota,Male,16.0,2.0,16.7755610973
898,No,899,Andrea,Nichols,Maryland,Female,17.0,2.0,7.0
899,Yes,900,Louis,Sims,Virginia,Male,16.9588744589,3.50537634409,10.0
900,No,901,Jennifer,Nguyen,Kansas,Female,17.0517799353,3.0,6.0
901,Yes,902,Amy,Bennett,Nebraska,Female,15.0,3.50537634409,6.0
902,No,903,Christina,Hall,Florida,Female,18.0,2.0,14.0
903,Yes,904,Emily,Griffin,Louisiana,Female,15.0,3.0,16.7755610973
904,No,905,Dennis,Stephens,Pennsylvania,Male,17.0,3.0,25.0
905,Yes,906,Harry,Wells,Pennsylvania,Male,17.0,3.50537634409,20.0
906,No,907,Michael,Grant,,Male,17.0,2.0,27.0
907,Yes,908,Benjamin,Nguyen,Ohio,Male,19.0,4.0,16.7755610973
908,No,909,Ruth,Ortiz,Pennsylvania,Female,17.0,2.0,8.0
909,No,910,Diane,Austin,,Female,17.0517799353,2.0,22.0
910,Yes,911,Sarah,Perry,California,Female,16.9588744589,3.50537634409,7.0
911,Yes,912,Patrick,Richards,Minnesota,Male,19.0,3.0,16.7755610973
912,No,913,Melissa,Daniels,Indiana,Female,17.0517799353,2.0,24.0
913,Yes,914,Kimberly,Gardner,Virginia,Female,18.0,4.0,16.7755610973
914,No,915,Larry,Smith,Maryland,Male,16.0,3.0,15.0
915,Yes,916,Debra,Warren,Texas,Female,15.0,4.0,31.0
916,Yes,917,Beverly,Tucker,Oklahoma,Female,19.0,3.50537634409,19.0
917,Yes,918,Gary,Fernandez,Maryland,Male,19.0,3.50537634409,5.0
918,Yes,919,Ralph,Perry,Texas,Male,15.0,4.0,9.0
919,Yes,920,Patricia,Ellis,Florida,Female,16.9588744589,4.0,31.0
920,No,921,Kathy,Fernandez,New York,Female,17.0517799353,2.0,21.0
921,No,922,Rebecca,Duncan,California,Female,17.0517799353,3.0,31.0
922,Yes,923,Angela,Arnold,New Jersey,Female,15.0,4.0,11.0
923,Yes,924,Tina,Lopez,Indiana,Female,18.0,3.0,2.0
924,No,925,Diane,Griffin,New York,Female,16.0,2.0,16.0
925,Yes,926,Raymond,Hunt,,Male,15.0,2.0,16.7755610973
926,No,927,Shirley,Kelly,California,Female,15.0,3.0,27.0
927,No,928,Ashley,Ramirez,Texas,Female,15.0,3.0,29.0
928,Yes,929,Alan,Davis,Wisconsin,Male,17.0,3.50537634409,16.7755610973
929,Yes,930,Cheryl,Spencer,Michigan,Female,16.9588744589,2.0,16.7755610973
930,Yes,931,Sandra,Hunter,New Mexico,Female,16.9588744589,3.50537634409,10.0
931,No,932,Barbara,Parker,,Female,17.0517799353,2.0,13.0
932,No,933,Kimberly,Lynch,Texas,Female,18.0,3.0,7.0
933,No,934,Edward,Meyer,Virginia,Male,19.0,2.0,28.0
934,Yes,935,Anna,Stone,Texas,Female,18.0,4.0,17.0
935,Yes,936,Roger,Thompson,Virginia,Male,18.0,2.0,16.7755610973
936,Yes,937,Gary,Marshall,Minnesota,Male,18.0,4.0,8.0
937,Yes,938,Anthony,Ray,New York,Male,18.0,4.0,4.0
938,No,939,Ruby,Castillo,California,Female,19.0,3.0,11.0
939,Yes,940,Kenneth,Evans,Indiana,Male,15.0,4.0,24.0
940,Yes,941,Nancy,Peters,,Female,16.9588744589,3.50537634409,6.0
941,Yes,942,Andrea,Sanchez,Florida,Female,16.9588744589,3.50537634409,16.7755610973
942,Yes,943,Joan,Fox,Virginia,Female,15.0,2.0,16.7755610973
943,No,944,Denise,Holmes,District of Columbia,Female,17.0,2.0,7.0
944,Yes,945,Todd,Pierce,Missouri,Male,19.0,3.50537634409,4.0
945,Yes,946,Dennis,Lopez,Georgia,Male,16.9588744589,3.50537634409,16.7755610973
946,Yes,947,Randy,Myers,Delaware,Male,16.9588744589,3.50537634409,17.0
947,Yes,948,Maria,Marshall,Georgia,Female,18.0,4.0,22.0
948,Yes,949,Susan,Gonzales,California,Female,19.0,3.0,16.7755610973
949,No,950,Diane,Fox,Nebraska,Female,17.0517799353,2.0,28.0
950,No,951,Billy,Gonzales,South Dakota,Male,16.0,3.0,27.0
951,No,952,Jean,Carr,North Dakota,Female,16.0,2.0,31.0
952,Yes,953,Jerry,Hanson,Texas,Male,18.0,2.0,16.7755610973
953,Yes,954,Tammy,Parker,Connecticut,Female,19.0,3.50537634409,33.0
954,Yes,955,Kathleen,Grant,Louisiana,Female,15.0,2.0,2.0
955,Yes,956,Anthony,Sanders,,Male,17.0,4.0,10.0
956,No,957,Justin,Lawrence,Florida,Male,17.0517799353,3.0,13.0
957,Yes,958,Jacqueline,Day,Illinois,Female,18.0,3.50537634409,16.7755610973
958,Yes,959,Wayne,Sanchez,Texas,Male,18.0,4.0,12.0
959,No,960,Jerry,Washington,Nevada,Male,17.0517799353,3.0,30.0
960,No,961,Louise,Brooks,Utah,Female,17.0517799353,3.0,26.0
961,Yes,962,Dennis,Schmidt,New York,Male,16.0,2.0,2.0
962,Yes,963,Teresa,Olson,Florida,Female,15.0,4.0,7.0
963,No,964,Arthur,Hill,,Male,17.0,3.0,8.0
964,Yes,965,Craig,Rose,,Male,16.9588744589,3.50537634409,10.0
965,No,966,Rachel,Hawkins,Minnesota,Female,17.0517799353,3.0,20.0
966,No,967,Edward,Warren,Florida,Male,19.0,3.0,15.0
967,Yes,968,Teresa,Fisher,North Carolina,Female,16.9588744589,4.0,16.7755610973
968,No,969,Jean,Gonzales,New York,Female,17.0517799353,3.0,4.0
969,Yes,970,Susan,Nguyen,,Female,18.0,3.50537634409,16.0
970,Yes,971,Michelle,Greene,Oklahoma,Female,16.9588744589,4.0,8.0
971,No,972,Christopher,Stanley,Colorado,Male,16.0,2.0,29.0
972,Yes,973,Jeffrey,Mason,Georgia,Male,16.9588744589,4.0,16.7755610973
973,Yes,974,Phyllis,Smith,,Female,16.9588744589,4.0,22.0
974,No,975,Jessica,Montgomery,Michigan,Female,18.0,3.0,18.0
975,Yes,976,Jessica,Wheeler,California,Female,16.9588744589,2.0,16.7755610973
976,No,977,Carl,Bryant,Ohio,Male,17.0,2.0,29.0
977,Yes,978,Wanda,Rivera,New York,Female,18.0,4.0,16.0
978,Yes,979,Betty,Reid,Delaware,Female,15.0,3.0,3.0
979,Yes,980,Ruby,Diaz,Ohio,Female,15.0,4.0,30.0
980,Yes,981,Thomas,Myers,Texas,Male,15.0,3.0,2.0
981,No,982,Jane,Sims,Texas,Female,19.0,2.0,25.0
982,Yes,983,Laura,Nelson,,Female,17.0,2.0,16.7755610973
983,No,984,Jessica,Gonzales,Nevada,Female,17.0,3.0,15.0
984,No,985,Ralph,Freeman,California,Male,18.0,3.0,31.0
985,Yes,986,Jose,Jordan,Connecticut,Male,16.9588744589,4.0,20.0
986,No,987,Andrea,Banks,California,Female,19.0,2.0,11.0
987,Yes,988,Gloria,Ross,Missouri,Female,16.9588744589,4.0,16.7755610973
988,Yes,989,Harry,Carr,Nebraska,Male,16.0,3.50537634409,34.0
989,Yes,990,Anthony,Sanders,District of Columbia,Male,15.0,4.0,2.0
990,Yes,991,Ruby,King,California,Female,18.0,4.0,14.0
991,Yes,992,Deborah,King,New York,Female,19.0,4.0,31.0
992,Yes,993,Arthur,Green,Oklahoma,Male,16.9588744589,4.0,20.0
993,No,994,Earl,Weaver,Ohio,Male,19.0,2.0,26.0
994,Yes,995,Ralph,Lopez,District of Columbia,Male,16.0,4.0,16.7755610973
995,Yes,996,Frank,Stone,Louisiana,Male,16.0,4.0,25.0
996,Yes,997,Shirley,Garrett,Minnesota,Female,15.0,4.0,16.7755610973
997,Yes,998,Jane,Rodriguez,Ohio,Female,17.0,3.50537634409,20.0
998,Yes,999,Robin,George,California,Female,19.0,3.50537634409,16.7755610973
999,No,1000,Martin,Fowler,Texas,Male,18.0,3.0,19.0
